idx,book_title,chapter_words,n_chunks,reference,flat_summary,hierarchical_summary,flat_rouge1,hier_rouge1,flat_rouge2,hier_rouge2,flat_rougeL,hier_rougeL,flat_entity_recall,hier_entity_recall
11,Sense and Sensibility,1670,3,"Elinor is surprised to hear that Marianne has accepted the gift of a horse from Willoughby. Elinor thinks it improper to accept such a present from a man of whom she knows little, but Marianne insists that she knows him intimately in spite of their short acquaintance. Marianne does give way, however, on the issue of the expense to her family, and agrees to decline the gift. Marianne and Willoughby seem so close that even Elinor believes they must be secretly engaged. Margaret tells Elinor that Willoughby begged a lock of Marianne's hair, which she granted. Margaret indiscreetly reveals to Mrs. Jennings that Elinor likes a young man, though she refuses to say who it is. Elinor is mortified","Elinor and Marianne were walking together the next morning. Marianne told her that Willoughby had given her a horse. Elinor then began to doubt the propriety of her receiving such a present from a man so little, or at least so lately known to her.","Marianne told her sister that Willoughby had given her a horse, one that he had bred himself on his estate in Somersetshire. Elinor then ventured to doubt the propriety of her receiving such a present from a man so little. Marianne replied that she was guilty of greater impropriety in accepting a horse from her brother, than from her sister.",0.2787878787878788,0.3,0.09815950920245399,0.10112359550561799,0.19393939393939394,0.18888888888888886,0.4,0.2
12,The Picture of Dorian Gray,10520,14,"The preface is a collection of free-standing statements that form a manifesto about the purpose of art, the role of the artist, and the value of beauty. Signed by Oscar Wilde, the preface serves as a primer for how Wilde intends the novel to be read. He defines the artist as ""the creator of beautiful things,"" and the critic as ""he who can translate into another manner or new material his impression of beautiful things."" He condemns anyone who finds ugliness where there is beauty as ""corrupt."" He states that a book can be neither moral or immoral, and that morality itself serves only as ""part of the subject matter"" of art. Since art exists solely to communicate beauty, Wilde warns against reading too much into any work of art: ""Those who go beneath the surface do so at their peril."" The preface ends with the whimsical statement that ""All art is quite useless""; earlier, however, we are told that the ""only excuse for making a useless thing is that one admires it intensely."" Chapter 1 opens with a description of Basil Hallward, a respected but reclusive painter, who is entertaining his friend, Lord Henry Wotton. It is a beautiful spring day. Lord Henry admires Basil's latest work-in-progress, a full-length portrait of a beautiful young man, and urges him to show it at a gallery. Basil says that he never will because he has ""put too much of myself into it."" Lord Henry laughs at him, mistaking his meaning, and says that the painter is nothing like the boy in the picture. In the following discussion, it becomes clear that Lord Henry often speaks in elaborate, cynical, even paradoxical aphorisms, while Basil is a simpler man with more purely romantic values. Basil clarifies his earlier statement by saying that ""every portrait that is painted with feeling is a portrait of the artist, not of the sitter."" The discussion turns towards the sitter, whom Basil describes as a delightfully pure and naive young man named Dorian Gray. Lord Henry insists on meeting the man, but Basil refuses. He wants to protect the boy's innocent purity from Lord Henry's cynical, sensualist influence. It becomes clear that Basil has very strong feelings for Dorian, bordering on adulation. To Basil's chagrin, the butler announces Dorian's unexpected arrival, and the artist implores of Lord Henry: ""He has a simple and a beautiful nature...Don't spoil him...Don't take away from me the one person who gives my art whatever charm it posseses."" Lord Henry and Dorian are introduced, and begin talking as Basil prepares his paints and brushes. Henry is immediately taken by the boy's charm and good looks, and Dorian is quickly impressed with Henry's conversational acumen and firmly unorthodox views of morality. Controlling his jealousy, Basil asks Henry to leave so that Dorian can pose for the picture in peace. Dorian insists that Henry stay, Basil relents, and Henry continues to dazzle the model with an impromtu lecture on how people ought to be less inhibited so that one might ""realise one's nature perfectly."" As he paints, Basil notes that ""a look had come into the lad's face that he had never seen before."" It is this look of revelation that the artist captures in his painting. Lord Henry's lecture makes Dorian feel that ""entirly fresh influences were at work within him,"" and he marvels that ""mere words"" could have this effect. Lord Henry sees clearly the effect that he has on Dorian, and is proud of it. Dorian and his new friend adjourn to the garden as Basil puts the finishing touches on his work. In the garden, Henry tells the boy that ""Nothing can cure the soul but the senses, just as nothing can cure the senses but the soul,"" and that he has ""the most marvellous youth, and youth is the one thing worth having."" The conversation then turns towards beauty, and Henry asserts that it has ""the divine right of soverignity,"" that beauty gives power to those who have it, and that nothing in the world is greater. He warns Dorian that his beauty will someday fade, a prospect that horrifies the impressionable young man. Basil then informs the pair that the painting is complete. Upon seeing the painting, Dorian is overwhelmed with joy and wonder at its beauty. It is his first unabashed immersion into vanity. As soon as he thinks of how precious his beauty is, however, he remembers Lord Henry's statement about the fleetingness of youth and flies into a fit, becoming enraged at the portrait because it will always retain its beauty, while he is destined to grow old. In a fit of passion, he thinks, ""If only it were the other way! If only it were I who was to be always young, and the picture was to grow old! For that...I would give my soul for that!"" Seeing Dorian's distress, Basil grabs a knife and moves to destroy the painting. Dorian stops him, saying that it would be murder, and that he is in love with the work. Basil promises to give the picture to Dorian as a gift, and tells him that it will be delivered to him as soon as it is dried and lacquered. Lord Henry is fascinated by Dorian's behavior, and the two make plans to go to the theater together that night. Basil objects, and asks Dorian to dine with him instead. Dorian declines and leaves with Lord Henry, saying that he will call on Basil tomorrow.",Lord Henry Wotton met the painter Basil Hallward in his studio. Hallward had painted a full-length portrait of a young man of extraordinary personal beauty. Lord Henry asked Hallward if he would exhibit the work at the Grosvenor Gallery in London. The painter said he would not send it there.,"Basil Hallward was painting a full-length portrait of a young man of extraordinary personal beauty. Lord Henry Wotton asked why he would not exhibit Dorian Gray's portrait. The artist replied that he was not like the man in the portrait. ""An artist should create beautiful things, but should put nothing of his own life into them""",0.07878787878787878,0.09027081243731194,0.02834008097165992,0.034170854271356785,0.052525252525252523,0.06018054162487462,0.23529411764705882,0.23529411764705882
13,The Autobiography of an Ex-Colored Man,9043,11,"The next morning, the narrator alights in Jacksonville, tired and achy from his train journey. He asks a kind-looking man whom he assumes to be a preacher for lodging recommendations. The preacher tells the narrator where to go and the narrator finds the the accommodations ""neat and not uncomfortable"". At the breakfast table, he meets his fellow boarders and learns that they are all cigar makers. The landlords are Cuban, and there are several black boarders, but they all speak Spanish, leaving the narrator unable to understand their conversations. Nevertheless, he does enjoy listening to his companions argue animatedly, gesticulating wildly. The landlords inform the narrator that the winter hotels will not open for two months and suggest that he get a job as a ""stripper"", someone who strips the the leaves of tobacco from their stems in the cigar factory. The narrator is energized by this new prospect because he will be able to overcome his financial troubles and is generally ""eager and curious over the new experience"". After speaking with his well-educated and intelligent Cuban landlord at the table for some time, he goes to bed excited for his new job. The narrator quickly becomes the fastest stripper at the factory and takes on a few young African American pupils for music lessons at night. He picks up Spanish and learns that he has a gift for languages as well as music. He is soon is selected to be a ""reader"" in the cigar factory, which is a coveted and respectable position in factories with Spanish-speaking employees. The reader sits on a stool in the middle of the factory and reads from the Spanish papers, works of literature, etc. Readers are always highly intelligent and are well respected by their co-workers, and the narrator is honored to take on this new role and leave the tedious job of cigar-rolling behind. Soon, the narrator is making enough money that he gives up teaching his sporadic music lessons, but he keeps his rented piano. The narrator takes this opportunity to ruminate on the race question, as he feels that his new life in Jacksonville has given him his first major initiation into ""the freemasonry of the race"". He observes that the black man does struggle, though passively, against the race divide in America. He believes that the ""Negro question"" is ever-present, and finds it puzzling how obsessed white men are with the race question. If ""colored"" men see the world through the lens of their race, white men seem to do so as well. He feels it a shame that white men, descended from ""the great historic Americans from Washington to Lincoln... are now forced to use up energies in a conflict as lamentable as it is violent."" The narrator then divides ""colored"" people into three categories. The first category is the ""desperate class"", which includes ex-convicts, drunks, and loafers. They are full of rage and hate white people, who in turn are afraid of them. While small in number, the narrator thinks these ""desperates"" give the race a bad reputation. The second class is made up of domestic servants, who are generally ""simple, kind-hearted, and faithful""; they tend to love and respect their white employers who, in turn, become fond of them. The third class is the most complex, and is made up of well-to-do and educated African-Americans. They are almost solely concerned with the race question. White people are suspicious of them. When ""colored"" people are ambitious and successful, their white neighbors often think they are putting on airs. While educated ""colored"" people may feel some kinship with white Americans, they also feel the brunt of prejudice and discrimination, which inspires resentment. However, the narrator makes it a point to note that this class of ""colored"" people joyfully engages in American social gatherings, like dances and society dinners, even though they are segregated from their lighter-skinned counterparts. While there are not too many of this third, educated class of ""colored"" people in Jacksonville, the narrator notes, he finds the few that are there and joins a literary society. His also enjoys spending time with his co-workers and, like them, starts becoming careless with his money - indulging himself in public balls and weekend excursions. He eventually abandons the idea of going back to Atlanta University. At one of the public balls he attends, the narrator encounters the young Pullman porter who brought him down to Jacksonville. Curiously, the porter is wearing a tie very similar to the one that was stolen from the narrator's trunk in the Atlanta boarding house along with all his money. The narrator decides not to vocalize his suspicion. At another public ball, the narrator observes the ""cake-walk"" for the first time. Couples dance elegantly in front of judges, who eliminate the teams one by one based on their skill and performance. The last couple standing receives a ""highly-decorated cake"" as a prize. The narrator is bemused that some ""colored"" people are ashamed of the cake-walk, because he considers it an important ritual, and a major contribution to American culture. He claims that ""some Parisian critics pronounce an acme of poetic motion"" . Meanwhile, the narrator is happy with his life and is toying with idea of marrying a girl in Jacksonville when he learns that the cigar factory is closing down. He spontaneously decides to move to New York with a few of his ex-colleagues, who think they will able to find more work up north. Steaming into the New York Harbor, the narrator waxes poetic on the beauty, glamour, and brutality of the ""fatally fascinating"" city. He falls under its spell almost immediately. When the narrator and his companions arrive, they go to a lodging house on 27th street and 6th Avenue. That evening, they meet some acquaintances who take them to a house which has been converted into a bar. The party is loud and the narrator marvels at how the men call each other ""nigger"" in a casual way, as a substitute for ""fellow"". He observes a poker game and then a boisterous game of craps. He joins the craps table and immediately experiences a hot winning streak, capturing the attention of everyone in the bar. He is energized by the experience, reveling in his fellow players' envy. He is fully seduced by the rush of gambling. While observing the men around him who have not been so lucky, however, the narrator alludes to a future phase of his life in which he becomes an inveterate gambler. Leaving the party, the narrator is too excited to go to sleep, so he and his friends go to a place called ""The Club"". It is also a three-story home, this time with a Chop Suey restaurant in the basement. Inside, the narrator describes the clink of glasses and laughter; the place is alive and full of ""brilliancy"". The group orders drinks and listens to the piano player. The narrator has never heard ragtime music before, as it has just started to become popular in New York. He is transfixed by the pianist's dexterity, and the music inspires a physical response in him. He notes that ragtime music is so influential that white men often copy the improvisations, publish them, and collect small fortunes because of their popularity. The narrator includes an aside on the merits of popular music, which some cultural elites deplore but which he claims has the seeds of greatness and universal appeal. After the ragtime piano-player finishes his tune, the narrator makes a point to speak to him and is surprised that the man has had no formal training. He wonders if the man would have been a musical genius if he had been trained, but supposes that such an innovator would have difficulty excelling as an ""imitator of the great masters"" . By the time the narrator and his friends stumble home and go to bed, daylight is breaking.","When I arrived in Jacksonville, I asked a colored man if he could direct me to a boarding-house for colored people. He said that if I walked along with him in the direction he was going, he would show me such a place. I thanked him for his trouble, and after he had urged upon,                me to attend his church, he went on his way.","The next morning I got out of the car at Jacksonville with a stiff and aching body. I determined to ask no more porters, not even my benefactor, about stopping-places. The rapidity and ease with which I acquired Spanish astonished my associates. After I had been in the factory a little over a year, I was repaid for all the effort I had put forth to learn Spanish by being selected as ""reader""",0.06263345195729537,0.056617126680820945,0.014255167498218103,0.009922041105598866,0.04128113879003559,0.035385704175513094,0.043478260869565216,0.08695652173913043
14,Sense and Sensibility,1504,2,"It is painful to Elinor that Edward is so obviously unhappy, and doesn't show the same affection for her he once did; she is confused by his mixed signals and alternation of happy and dejected spirits. They discuss the countryside, which Edward admires, but cannot appreciate as Marianne does, with such romantic conviction. Then, Marianne notices a ring Edward is wearing, with a lock of hair in it; she asks if it is the hair of Edward's sister, making him blush. Marianne and Elinor see that the hair looks exactly like Elinor's, but Elinor is puzzled since she never gave him any of her hair. Mrs. Jennings and Sir John come by to meet Edward, and decide that he must be the Mr. F. that Margaret hinted about. They are invited for tea and dinner at Barton Park, and of course accept the invitations. Sir John mentions Willoughby, and Edward manages to find out that Marianne likes him, although there is little discussion of him.","Elinor saw, with great uneasiness, the low spirits of her friend. Edward's visit afforded her but a very partial satisfaction, while his own enjoyment in it appeared so imperfect. He joined her and Marianne in the breakfast-room the next morning.","Elinor saw, with great uneasiness the low spirits of her friend. His visit afforded her but a very partial satisfaction, while his own enjoyment in it appeared so imperfect. He joined her and Marianne in the breakfast-room the next morning before the others were down.",0.19047619047619047,0.17757009345794392,0.028846153846153844,0.018867924528301886,0.1142857142857143,0.11214953271028034,0.09090909090909091,0.09090909090909091
15,The Brothers Karamazov,6242,8,"As the title of the chapter suggests, there's precious little action going on here. Instead, the novel lets Zosima gets a couple of things off his chest before he dies. We'll give you the broad outlines of his talks here. In this section, Zosima asserts that the Russian monk has an important role in the world, despite living in isolation from his fellow man. According to Zosima, it's really everyone else who is isolated: because people are so caught up in worldly desires, they have no interest in making real connections with other people. The modern world of reason and science hasn't freed humankind; it has enslaved them to material things, the desire for wealth and earthly power. Through a life of humble prayer, the Russian monk is freed from these material needs. Consequently, he can show others the way to true freedom through leading an exemplary life. Moreover, the Russian monk has an intimate connection to the Russian people, who are fundamentally a religious people. Here, Zosima insists that ""quality is only in man's spiritual dignity,"" and not in superficial distinctions in class. Thus masters and servants ought to be brothers in spirit. Case in point, he tells the story of meeting up with Afanasy, the servant he brutally slapped while he was an officer in St. Petersburg, eight years after he left to become a monk. Afanasy warmly welcomes Zosima into his home and even donates money to Zosima for his mission. In this section Zosima talks about how prayer is essentially like the 19th century version of Twitter: you can pray for anyone, at any time, even if you don't know them. Conversely, someone out there is comforted by the thought that someone is praying for them, even if they don't know who it is. This sense of being connected to everyone in the earthly realm leads to a feeling of connection to the heavenly realm, to God and his higher truth. Zosima here insists that man cannot judge or be judged by other men because everyone is guilty. It's only by recognizing how guilty we all are that true universal love becomes possible. Zosima exhorts his followers to embrace the ecstasy of loving God, even to the point of throwing themselves onto the earth and kissing it. Zosima muses that the best part of hell may be physical suffering, because burning in the fires of hell would take your mind off the even greater torment of your spiritual pain, the pain of being without love. But perhaps in sensing this deeper spiritual pain, the condemned would at least have some ""image"" of what love is like, an image they may not have had access to when they were being distracted by worldly pleasures. Even suicides - who, according to the Russian Orthodox faith, are condemned to hell - deserve one's pity, and Zosima confesses to praying for suicides even though the religion forbids it. At this point, Alyosha's manuscript breaks off, and the narrator gets back to the action. On this last evening, everyone visiting Zosima believes he is getting better. All of a sudden, though, he feels an intense pain in his chest and falls to the floor, kissing the earth and praying. In this position, he dies. The chapter ends with the narrator coyly promising that the events that follow are ""strange, disturbing, and bewildering.""","Father Zossima: The monk is nowadays pronounced by some people with a jeer, and by others it is used as a term of abuse. In their solitude, they keep the image of Christ fair and undefiled, in the purity of God's truth, he says.","The monk is nowadays pronounced by some people with a jeer, and by others it is used as a term of abuse. Monks are isolated only if the people are isolated, he writes. Salvation will come from the people, from their faith and their meekness, he says.",0.09446254071661238,0.10064935064935066,0.013071895424836602,0.009771986970684038,0.06514657980456026,0.061688311688311695,0.0,0.0
16,The White Devil,3063,5,"The Duke of Brachiano arrives at the residence of Vittoria Corombona and her husband, Camillo. He complains to Vittoria's brother, Flamineo , telling him that he's hopelessly in love with Vittoria. Flamineo assures the Duke that Vittoria's into him too. Flamineo and Vittoria's maid, Zanche, will arrange a meeting for them late at night. He also tells the Duke that women like Vittoria aren't really shy or scared of seduction--they're just acting like it to enflame the desires of their suitors. When Brachiano worries about Vittoria's husband, Flamineo tells him that Camillo is just a wimp who can't please a woman. He also tells him that he shouldn't be overly hot to get with Vittoria--men who are in marriage always want to get out of it, even though others want to get in. Camillo approaches, as Flamineo finishes mocking him . Brachiano exits. Flamineo chats with Camillo about his marriage, and Camillo admits his been preoccupied with voyaging and doesn't remember when he last slept with her. He says he always wakes up with a ""flaw"" between him and Vittoria whenever they do have sex. Camillo admits that he knows Brachiano is trying to seduce his wife. Flamineo tries to convince him differently, reminding him of his favorable horoscope, but Camillo's not buying it. Flamineo pretends to advise him in favor of locking up his wife. Camillo thinks this is good advice, but Flamineo reveals he was kidding--that's a sure way to get cuckolded, regardless of your wife's chastity. He should let Vittoria remain at liberty. None of Flamineo's jokes about cuckoldry make Camillo less anxious, though. Flamineo tries to tell him that his jealousy is like a pair of glasses that are designed to distort appearances--you see adultery everywhere. Vittoria enters. Flamineo tells her she should be nicer to Camillo and accept his entreaties--while constantly mocking him in asides to the audience. He talks Camillo up, saying that he'll lie with Vittoria in an extremely luxurious bed and give her the philosopher's stone and so on. But, craftily, Flamineo tells Camillo not to sleep with Vittoria tonight--he needs to make her wait, so she'll be more eager. Camillo agrees, and tells Vittoria he needs to wait a night, like a silkworm, to spin a finer thread. He thinks this is a witty remark, and leaves. The maid, Zanche, prepares the cushions for Vittoria's midnight rendezvous with Brachiano. Brachiano arrives and confesses his love to Vittoria--she seems very receptive. But, all the while, Vittoria and Flamineo's mother, Cornelia, is listening in. Vittoria and Brachiano talk about exchanging jewels, in a somewhat sexually charged moment. Then, Vittoria tells Brachiano about a dream she had: in the dream, she's crying under a yew tree in a cemetery. Her husband, Camillo, and the Duke's wife, Isabella, come along and accuse her of trying to uproot the yew tree and replace it with an evil blackthorn. They try to bury her alive, but a whirlwind comes along and knocks over the yew, killing them and burying them in the grave they've been digging. Flamineo remarks aside that Vittoria is suggesting to the Duke that he murder her husband and his wife, in a veiled way.The Duke promises to ""protect"" Vittoria from them, and promises that she'll be everything to him. Cornelia steps into view and angrily accuses Vittoria and the Duke of adultery. . Vittoria plays innocent, and the Duke tries to speak, but Cornelia condemns the Duke for setting a terrible example, and curses her daughter--wishing her a short life if she betrays her husband. Vittoria feels cursed and exits. Brachiano, angry with Cornelia, leaves--but tells Flamineo to send Doctor Julio to him. Flamineo complains about how Cornelia interrupted his boss, the Duke--which reflects badly on Flamineo. Cornelia says that just because they're poor doesn't mean they need to be vicious--deceitful and murderous. Flamineo says he's just trying to get rich, to add to the fortune his dead father left him, and doesn't need any of her moral qualms. He's made of tougher stuff. Cornelia wishes she'd never given birth to him, and Flamineo wishes he'd had a prostitute for a mother so he would've had multiple presumed dads to take care of him. He tells her to go tell the cardinal about what's going on if she feels so bad. Cornelia exits. Alone, Flamineo complains that the duchess has come to court. But, he says, they need to continue their mischief--using the twisting manipulations of a snake, they'll eventually get what they want.",Scenes from the play are set in the town of Flamineo. The Duke of Bracciano is accompanied by his brother-in-law Camillo and his sister Vittoria. Camillo tries to stop the Duke from going to bed with his wife. The play ends with the Duke and his wife in bed together.,Corn tells how she had a dream about a yew-tree in a churchyard. Her husband and duchess were killed by the tree in a dream. The dream was about a duke who was an adulterous duke. Camillo was sent home without a man. His wife refused to give birth to his child.,0.08747044917257683,0.089728453364817,0.028436018957345974,0.033136094674556214,0.0685579196217494,0.05667060212514758,0.2222222222222222,0.0
17,Lord Jim,2192,3,"After the world's worst vacation, Marlow splits from Patusan. Jim accompanies Marlow to the shore to see him off and starts to give Marlow a message to take back home to his family. But at the last moment he stops himself and opts to just say good-bye. As he describes how he watched Jim waving from shore, Marlow tells us that this is the last time he ever saw Jim. So ends the storytelling session on the verandah.","'But next morning, at the first bend of the river shutting off thehouses of Patusan, all this dropped out of my sight bodily' 'There are the ambitions, the fears, the hate, the hopes, and they remain in my mind just as I had seen them--intense and as if for ever suspended in their expression' 'No magician's wand can immobilise him under my eyes'","'But next morning, at the first bend of the river shutting off the houses of Patusan, all this dropped out of my sight bodily,' he writes. 'There are the ambitions, the fears, the hate, the hopes, and they remain in my mind just as I had seen them'",0.24827586206896554,0.234375,0.013986013986013986,0.015873015873015872,0.11034482758620691,0.125,0.3333333333333333,0.3333333333333333
18,The Prince,2734,4,"For those of you who got your nation by sheer luck, or by buying it: we have good news and bad news. The good news is--yay!--you have some territory now. The bad news is, it won't be like that for long. Unless you've been hard at work figuring out how to fight and defend your new land with your very own army, you will probably soon be known as the ex-ruler of your nation. Oops. Enjoy it while you can. Machiavelli gives us examples of men who got their new kingdoms by luck and by sheer abilities. The first is Francesco Sforza, who got Milan through ability and effort and kept it fairly easily. The second is Machiavelli's historical crush, Cesare Borgia, who got his land because his dad tricked people to get it for him. Now, Machiavelli wants us to know that just because Borgia died and lost his land, doesn't mean he wasn't awesome. You see, he did everything right in Machiavelli's eyes. He was just super unlucky. Here's how it went down. Pope Alexander VI, otherwise known as Borgia's dad, got some land called Romagna for his son. Now it was up to Borgia to stand on his own two feet, and he realized that his army and his ally weren't the most loyal ever. This is a problem. Remember what Machiavelli said about using other people's power? Well, Borgia was fed up with it and decided to free himself by getting some new allies. Then he took it up a notch and decided it was time to get rid of anyone else who might challenge him. He invited them to a party and killed them all. So far, so good. Now, remember how were just talking about how sometimes you have to crush your new land in order to rule it? Well, guess who knew that? That's right, Borgia. He put a crazy ruthless guy named Remirro de Orco in charge of Romagna who whipped the area into shape. No one really liked de Orco or Borgia after all this violence, but that would change. Borgia decided that he didn't need such violent methods anymore and established a court of locals to run everything. Oh, and he killed de Orca and displayed his corpse in the town center to show everyone that he was so angry with him for being mean to them. Hmmm. These shenanigans scared the pee out of anyone trying to mess with Borgia and made everyone think that he was a nice guy. We're not sure if there has ever been another case where killing someone and displaying his rotting body has made people like someone. Don't try this on your next date. Things were going okay for Borgia, until he realized that his buddy France was turning on him. He needed some new buddies, and soon--but then his dad died, throwing a wrench in Borgia's plans. But he'd always been a quick thinker. He made a new, four-part plan to deal with whomever the new pope was going to be. Kill more people who didn't like him Make friends with all the nobles of Rome Control the people who were choosing the new pope Get lots and lots of land before the new pope came so he could defend himself When he died, Borgia was pretty close to checking off all of the to-dos on his list. The only thing left was to become master of Tuscany, which would happen as soon as he completed his collection of regions with Pisa. But, well, he never got Pisa. And he was mortally ill. And the new pope? He hated Borgia. So, yeah. Not so great. Despite all this, Machiavelli says that Borgia is the best role model for any new ruler because he did all the things that a ruler should do, like killing all your enemies ruthlessly and appearing to be a nice dude. The only problem was his horrible bad luck. Machiavelli only has this critique of Borgia: he let Julius II become pope. There were tons of other options that would at least have been afraid of Borgia--if not his best bud--but instead, he let the papacy go to a hater. Not a smooth move.","Those who solely by good fortune become princes from being private citizens have little trouble in rising, but much in keeping atop. Such are those to whom some state is given either for money or by the favour of him who bestows it. Such stand simply elevated upon the goodwill and thefortune of the man who has elevated them. Neither have they the knowledge requisite for the position.","The king came into Italy with the assistance of the Venetians and the consent of Alexander. He was no sooner in Milan than the Pope had soldiers from him for the attempt on the Romagna. After this he awaited an opportunity to crush the Orsini, having scattered the adherents of the Colonna house. This came to him soon and he used it well.",0.0851063829787234,0.10327455919395466,0.005018820577164366,0.01767676767676768,0.05506883604505632,0.07052896725440805,0.0,0.13636363636363635
19,The Red and the Black,8779,12,"Smitten by love, Julien is unable to amuse himself in Strasbourg. He encounters his London friend, the Russian Prince Korasov, who befriends and undertakes to cheer him. The prince advises Julien how to proceed in his love affair with Mathilde. He must resort to inspiring jealousy in the woman he loves by courting another. The prince gives Julien a series of love letters with directions as to how and when they are to be delivered to the lady. Julien intends to court Mme. de Fervaques, a beautiful widow of a marshal of bourgeois lineage, a prude who is influential in the Congregation. Julien agrees to the stratagem. At the same time, he turns down an offer made by Korasov for the hand of the latter's cousin, a match that would facilitate a glorious military career for Julien in Russia. Upon returning to Paris, Julien asks advice of Altamira in his courting of Mme. de Fervaques. Altamira introduces him to Don Diego Bustos, who had unsuccessfully attempted to court this lady. From Bustos, Julien learns how to go about the conquest. At the Moles', Julien must exert much self-control to begin his campaign. Civil but not attentive to Mathilde, he seeks out Mme. de Fervaques and spends the evening in conversation with her. At the theater, his eyes remain fixed on Mme. de Fervaques. Upon seeing Julien again, Mathilde, who has sworn to forget him, to return to virtue, and to hasten her marriage to Croisenois, now reverses her position, seeing in Julien her real husband. Mathilde is consternated by Julien's indifference for her. Mme. de la Mole now looks upon Julien more favorably since he seems to be interested in Mme. de Fervaques. Julien copies the first letter and delivers it, following the directions of the prince. During his evening conversations, Julien places himself in such a way that he can observe Mathilde without being seen. Mme. de Fervaques is quite favorably impressed with Julien, in whose eloquence, metaphysical bent, and mystical preoccupation she thinks she sees the making of a great churchman. Two weeks and many letters later, Julien receives an invitation to dinner at the home of Mme. de Fervaques. Julien finds the dinner, the conversation, and the guests insipid. Tanbeau, his rival at the Hotel de la Mole, encourages him in his conquest of Mme. de Fervaques. One evening at the opera, Mme. de Fervaques intimates that whoever loves her must not love Napoleon. Julien interprets this as an avowal of a certain success in his campaign. Julien's carelessness in copying a letter almost causes Mme. de Fervaques to doubt his sincerity, but he succeeds in excusing the blunder. Mathilde is succumbing to his strategy. She admires his Machiavellianism in telling Mme. de Fervaques things he obviously does not believe. Mathilde's marriage with Croisenois is imminent, and Julien thinks again of suicide.",Julien was compelled to spend eight days in Strasbourg and tried todistract himself by thoughts of military glory and patriotic devotion. He needed all the energy of his character to keep himself from sinking into despair. The same powerful imagination which had formerly been continuouslyemployed in painting a successful future in the most brilliant colours had now been transformed into his implacable enemy.,"Julien Korasoff was left in love with Mathilde de Dubois, a woman from Strasbourg. The prince gave Julien three bitter pills to stop him falling in love again. Julien de Croisenois wrote a letter of advice to the madame de Fervaques. He had been unable to look at Mathilde since she had left him.",0.09576427255985266,0.14232209737827717,0.011090573012939002,0.022556390977443608,0.07366482504604051,0.09363295880149813,0.043478260869565216,0.21739130434782608
20,The Red and the Black,1872,3,"The Marquis de La Mole showers Julien with every insult he can think of. Julien tries to smooth things out, but it isn't easy. Julien goes to his old mentor, Father Pirard, the next day and tells him what has happened. Pirard isn't surprised, though he's disappointed in Julien. Back in Paris, Mathilde reads a letter that Julien has given to the marquis. It suggests that Julien might be going off to commit suicide. When Julien comes back safe and sound, Mathilde tells him to ride off to a nearby village called Villequier and wait for her there. While Julien is gone, Mathilde convinces her father that the only way forward is for her to marry Julien. She won't consent to any sort of secret birth. She needs to be with him. The marquis reflects on all the big plans he used to have for Mathilde's future. But now they've all gone up in smoke.","Julien found the marquis furious. For perhaps the first time in his life this nobleman showed bad form. He loaded Julien with all the insults that came to his lips. Julien was afraid of being beaten. He wrote to the Marquis: ""I have found my life unbearable for a long time""",Julien asked Tartuffe for advice on how to deal with the Marquis de la Mole. The marquis was furious with Julien. Julien was afraid of being beaten by the marquis. The novel is about the hell of being a man.,0.21698113207547168,0.2288557213930348,0.05714285714285714,0.06030150753768844,0.14150943396226415,0.1293532338308458,0.2222222222222222,0.3333333333333333
